#data
<unknown u1=""></unknown>
#errors
/unknown;element not supported

#data
<unknown u1="" u2=""></unknown>
#errors
/unknown;element not supported

#data
<unknown u1="" xmlns=""></unknown>
#errors
/unknown;element not supported

#data
<unknown xml:lang="!" xmlns=""></unknown>
#errors
/unknown;element not supported
/unknown/@lang;syntax error

#data
<unknown u1="" xml:lang="!" xmlns=""></unknown>
#errors
/unknown;element not supported
/unknown/@lang;syntax error

#data
<unknown u1="" xmlns="http://www.w3.org/1999/xhtml"></unknown>
#errors
/unknown;element not supported

#data
<unknown u1="" xml:lang="!" xmlns="http://www.w3.org/1999/xhtml"></unknown>
#errors
/unknown;element not supported
/unknown/@lang;syntax error

#data
<unknown u1="" xml:lang="!" xmlns="http://www.w3.org/1999/xhtml"></unknown>
#errors
/unknown;element not supported
/unknown/@lang;syntax error
