83	0.000605106353759766
83	0.000611066818237305
2553	0.00101184844970703
2553	0.000978946685791016
95972	0.016279935836792
8931	0.00233888626098633
23072	0.00432705879211426
10171	0.00243306159973145
33548	0.00600290298461914
13841	0.00297689437866211
2239	0.00116682052612305
8258	0.00211596488952637
5832	0.00197482109069824
1907	0.00108695030212402
1486	0.000947952270507812
1073	0.000836849212646484
4441	0.00125813484191895
30798	0.00521993637084961
171	0.000652074813842773
17176	0.00376296043395996
16419	0.00341606140136719
15362	0.0032649040222168
20804	0.00386381149291992
64280	0.0114781856536865
47651	0.0261719226837158
54052	0.00966596603393555
54052	0.00966286659240723
2478	0.000984907150268555
20850	0.00360202789306641
24075	0.00397109985351562
100178	0.0134899616241455
416	0.000636100769042969
6489	0.00162911415100098
7091	0.00165295600891113
947	0.000792980194091797
21889	0.00357890129089355
4570	0.00151896476745605
65750	0.0135631561279297
52346	0.0198729038238525
32035	0.00475001335144043
43996	0.00908803939819336
111715	0.0150778293609619
40779	0.00809001922607422
96955	0.0132749080657959
0	0.000645875930786133
0	0.000468015670776367
1	0.000601053237915039
784	0.000720024108886719
342	0.000619888305664062
15	0.000657081604003906
79	0.000587940216064453
89	0.000571966171264648
12	0.000476837158203125
17027	0.00373196601867676
20350	0.0040431022644043
8143	0.00187397003173828
11264	0.00330209732055664
3	0.0004730224609375
15	0.000580072402954102
30	0.000483036041259766
8	0.000597000122070312
4	0.000558853149414062
9	0.000598907470703125
18	0.000470876693725586
27	0.000586032867431641
36	0.000579833984375
495	0.000660896301269531
10	0.000524997711181641
223514	0.506129026412964
223503	0.0560708045959473
66310	0.0158028602600098
44703	0.00972509384155273
77	0.000545978546142578
119083	0.0241341590881348
119083	1.11389493942261
17802	0.00361490249633789
9193	0.002471923828125
17784	0.00361800193786621
1968	0.00102996826171875
1979	0.000993013381958008
19	0.000602960586547852
7931	0.0021660327911377
16994	0.00310111045837402
21759	0.00376701354980469
40654	0.00593304634094238
29897	0.00455284118652344
24231	0.00379514694213867
31929	0.00478100776672363
24979	0.00418591499328613
21818	0.00362300872802734
50728	0.00747203826904297
29123	0.00452399253845215
37562	0.00589990615844727
37426	0.00580906867980957
9532	0.00229120254516602
6129	0.00185585021972656
8781	0.00218701362609863
11621	0.00278806686401367
37158	0.00536990165710449
19664	0.00344705581665039
12370	0.0026710033416748
16205	0.00316119194030762
32971	0.00554490089416504
18225	0.00301814079284668
8906	0.00192523002624512
31913	0.00481605529785156
2875	0.00130701065063477
21242	0.00372886657714844
70	0.00056004524230957
70	0.000561952590942383
37844	0.00546503067016602
1916	0.000823974609375
12002	0.00194215774536133
13074	0.0190300941467285
5484	0.00427603721618652
2275	0.00106000900268555
1429	0.000935077667236328
3389	0.00121498107910156
20763	0.00353193283081055
10749	0.00815677642822266
11539	0.00205302238464355
11362	0.00210785865783691
31662	0.00526189804077148
248	0.000619888305664062
28177	0.00412082672119141
